ul,Chi-Squared,SSD,Reg_Slope,Reg_Intercept,Z-Test_1,Z-Test_2,Z-Test_3,Z-Test_4,Z-Test_5,Z-Test_6,Z-Test_7,Z-Test_8,Z-Test_9
2,467887.3581924474,0.9018153063768155,1.1957573188073098,-0.02175081311192331,207.52403514615344,684.0187712454216,119.48460291072645,103.58488887287899,92.72496171732524,84.69918561880237,78.45472248466243,73.41636366171898,69.23955374748691
3,440957.0052880386,0.8764153175813129,1.1727612884102576,-0.01919569863447307,207.52403513130807,663.7365735560578,96.12014654061312,103.58488886714342,92.72496171228974,84.69918561426292,78.45472248049751,73.41636365784953,69.23955374385817
4,435416.276944906,0.7594204312478053,0.40261021559240767,0.06637664277862138,207.52403511646273,4.36383494224838,650.0600652804957,77.37467138371065,92.72496170725424,84.69918560972346,78.4547224763326,73.41636365398011,69.23955374022943
5,278437.68085178995,0.6138840962991179,0.17874519128104066,0.09125053432432881,207.48267164363727,69.07923862708641,460.67694350000903,190.77766079906021,64.46581288546179,83.56044611235912,78.44119287377114,73.41636363850239,69.23955372571444
6,200174.98049021207,0.5203414613850678,0.0029965508066607865,0.11077816102148214,207.35168725305647,86.8541814414913,274.6124734263748,293.5341134094614,48.020355958324814,57.8502363357906,74.4634548325431,73.00010225319996,69.1941533551831
7,157967.4648534859,0.4681170505724602,-0.13812040213569493,0.12645782245952164,206.85532546442894,97.61379186574304,166.37851770595924,275.6829456370355,132.9266260286748,1.908287646175074,52.09882568839807,66.2250871511254,67.49920080978397
8,128982.37497409659,0.43142125740375337,-0.23166057166594844,0.13685117462954982,204.95949918842115,101.86450215680547,105.80116721262071,227.55961790562162,167.24047034676107,52.89851666318158,18.66688460238333,48.98611863927892,60.82532516227479
9,107734.72915422614,0.40162944964962577,-0.28341268049711593,0.142601408944124,199.35474732516906,105.60878016709675,66.49379264242476,185.7216115216247,166.8305780084904,86.69377763202138,16.38862302767099,26.321396507550705,47.88617849873662
10,92108.73292368901,0.3743212589745468,-0.2909946616794335,0.1434438512977148,189.12417934845786,108.7553020427074,38.03181047188872,149.93376140061764,157.95348108251454,105.04013794831405,41.215661430276036,3.886335904706371,30.80045150091836
11,77245.09712407213,0.3429640214114381,-0.24544773480917204,0.13838308164546356,173.42673778311337,109.24512998640404,17.99556966299321,120.30296076279464,141.5460763420235,108.02616624806927,58.54723428789842,16.79755554039836,14.289797688146248
12,68226.48750019152,0.3189182527098766,-0.192014339019356,0.13244603766881732,158.1424372256464,111.42825269642309,4.071857057001665,97.9215356252749,129.06414484744425,109.88805360319246,67.3971306067432,31.611774578330788,1.7585808463580042
13,58597.46966382304,0.29110554165413954,-0.10618343780711824,0.12290927086745758,139.4604248307847,111.56973717682881,7.5207503743019,81.15866352769073,111.92842709955237,105.58420242665927,73.9711164562743,40.43833916988306,10.196213190923647
14,50877.46786034294,0.2660915951149343,-0.010860022032681235,0.11231778022585347,120.19795660576061,112.60717241790715,16.270630091441735,66.61219833703056,103.40462787653155,97.80464028488032,72.56553578932098,44.989692414995346,21.33537867563573
15,44656.10151666212,0.24373401513728307,0.07699145399400155,0.10255650511177761,103.1491374609609,111.93469004156762,22.420239482580904,52.3418107372333,88.15648041138851,93.07249726807534,76.3538956090115,52.367642809894036,25.966277474732113
16,39601.631768904685,0.2245164046483394,0.16225351672824487,0.09308294258575056,87.4239629889479,110.02517218282586,29.803596325441607,41.52410867656302,79.31442869389006,87.88485385393086,74.09440957369607,52.195394940752436,35.303743353955895
17,35194.611746425,0.2068930029086406,0.25624622348970344,0.08263930850114407,70.79430947613551,109.01192571027623,35.24463221211292,32.94186264692015,70.59112353847144,83.0025545320467,71.06521706759092,54.92393642820391,35.33505657426686
18,31228.890213245984,0.19146923239860908,0.33546768903599833,0.07383692344044462,57.58830536217179,106.20653630177738,38.18241530667372,24.013548011889192,63.069260377690306,76.55899514005559,67.08448836530648,55.9117846784347,39.358477074710876
19,27877.760223177676,0.17768951505824124,0.41850416276697305,0.06461064858144744,43.81297408843938,103.2239095033877,42.82660772105217,17.563255453846985,55.440960557869325,68.3171107763248,66.56408085515176,55.10004201976784,41.31622774864998
20,24750.949888420688,0.16573111687423756,0.4946786899942769,0.05614681222285812,32.097874642999884,100.01865047376992,44.40396906844549,12.123275735517904,49.305400336196676,62.1943851553234,63.061123210139286,54.728105026708334,39.51633838495279
21,22304.260245982834,0.15592618776713982,0.5635789620386655,0.04849122644014828,21.490678225895692,96.30636073185813,47.214460695009784,7.806758695390186,41.83589185079384,57.6546543402604,58.923528102740164,54.61582845659372,39.85147772374707
22,19911.937041261244,0.14693078189779785,0.6286691633600866,0.04125898184887926,11.873831317905502,93.20322091011053,45.96443870938372,1.2922449115360235,35.54133757599034,53.09381882377589,55.75195080755479,49.816330199369325,42.5258508139922
23,18266.50173450931,0.14033687176085707,0.6816150259056806,0.03537610823270215,4.395667076949017,88.77856220559582,48.32751281269899,1.905007488752922,30.375256351237528,48.436121314626426,54.99292144742436,48.480150006847765,40.82972957957413
24,17138.921638956566,0.13660181561350423,0.7248764549751944,0.03056928278053396,1.8995375275482034,86.05946239869648,50.31200858971409,4.5597965587934945,29.10722552973879,45.8134256465212,51.375936749429066,47.05315651270798,39.26339434879578
25,15769.045682452419,0.13189856560307628,0.7788529136019147,0.02457189848867615,9.513732726519235,82.29948185923912,50.7151054893407,9.08372218890466,23.447821631321204,44.089915189358884,48.166539189364975,45.127177452497996,37.732617533182896
26,13799.387452752931,0.12459856430213849,0.8193433750653762,0.020072958326069326,13.760468151794546,77.24929115868196,49.86176694672768,8.599814433175473,20.628595522053114,36.40011469335528,43.61032100459841,42.90564375958128,37.44825928039923
27,12965.694219358631,0.12213691573201516,0.8679931590399287,0.01466742677334125,20.638971358179383,73.34319994714846,50.76699526047672,13.716069027486085,17.48344516157014,31.939066735989627,40.842389218110625,40.98773840839156,38.422294585037385
28,12192.750998656487,0.11808212308562777,0.8847893194299318,0.012801186730007574,21.76516747950274,69.05183495390145,50.10837257690412,16.40126215779605,14.025949858726063,32.45556518144087,38.85085517406546,42.062138871979094,35.83194906431766
29,11115.433326809161,0.1148047387407413,0.9272030496278945,0.008088550041345066,26.988998540530766,64.92002735940176,50.02506475248223,17.046173315147833,9.68809799262088,26.84518805440147,36.66765897689339,37.63609212202968,37.03854664818932
30,10363.627299538335,0.11260034448025777,0.9497405648971478,0.005584381678094691,29.29911262683978,61.959105427481255,50.73829915481501,17.0089070635522,9.9050799699648,25.85216227118093,34.67184906433566,35.04429539763937,33.518254360839684
